10000,1712662
20000,170986
30000,146297
40000,4202363
50000,4019025
60000,140843
70000,180335
80000,234826
90000,152185
100000,144977
110000,183830
120000,144201
130000,157020
140000,193631
150000,168341
160000,1139216
170000,473051
180000,145678
190000,138607
200000,3860169
210000,5750508
220000,1624107
230000,222477
240000,143827
250000,5365712
260000,150793
270000,141483
280000,168412
290000,184664
300000,151298
310000,149945
320000,167211
330000,211678
340000,1129040
350000,190027
360000,185943
370000,146669
380000,143357
390000,137731
400000,140165
410000,161947
420000,351381
430000,516285
440000,152883
450000,172709
460000,255219
470000,305012
480000,396233
490000,223566
500000,225707
510000,1116735
520000,148602
530000,139153
540000,144356
550000,145156
560000,1763998
570000,1395510
580000,141483
590000,142619
600000,176525
610000,147234
620000,3071525
630000,4482438
640000,404810
650000,146481
660000,3834522
670000,5472274
680000,383566
690000,138988
700000,164696
710000,189456
720000,139982
730000,140496
740000,132610
750000,144048
760000,170708
770000,161015
780000,152311
790000,138587
800000,3495114
810000,3888158
820000,1592819
830000,357729
840000,163379
850000,184265
860000,213652
870000,3228479
880000,1513513
890000,145035
900000,138796
910000,159531
920000,169897
930000,170401
940000,147897
950000,136648
960000,141732
970000,141866
980000,194712
990000,2240121
1000000,164674
1010000,857564
1020000,157121
1030000,144310
1040000,153636
1050000,611768
1060000,5252877
1070000,4342862
1080000,1922708
1090000,186960
1100000,153930
1110000,151790
1120000,295930
1130000,287212
1140000,8142767
1150000,595196
1160000,250566
1170000,184400
1180000,185742
1190000,147665
1200000,504869
1210000,1661506
1220000,290902
1230000,151037
1240000,205496
1250000,1027869
1260000,881772
1270000,214591
1280000,1291482
1290000,140494
1300000,6141022
1310000,32474779
1320000,117345401
1330000,2344786
1340000,30933126
1350000,2577832
1360000,213110
1370000,128132
1380000,4821081
1390000,4511435
1400000,478815
1410000,135052
1420000,205999
1430000,9339526
1440000,320105
1450000,1179348
1460000,2142075
1470000,132007
1480000,133087
1490000,119005
1500000,178438
1510000,153159
1520000,133491
1530000,148869
1540000,129973
1550000,912171
1560000,163950
1570000,132513
1580000,3813249
1590000,8098422
1600000,172155
1610000,1021673
1620000,391966
1630000,183707
1640000,145417
1650000,165185
1660000,133188
1670000,120193
1680000,148346
1690000,133035
1700000,161014
1710000,137364
1720000,149695
1730000,145776
1740000,140818
1750000,140464
1760000,798733
1770000,1123440
1780000,4307479
1790000,5294938
1800000,339264
1810000,1564293
1820000,494288
1830000,146983
1840000,4078622
1850000,4315159
1860000,139988
1870000,189292
1880000,236563
1890000,151715
1900000,150526
1910000,188308
1920000,140887
1930000,141710
1940000,219147
1950000,169444
1960000,882104
1970000,779177
1980000,139924
1990000,142849
2000000,3925122
2010000,1925576
2020000,5735292
2030000,192330
2040000,182883
2050000,5224213
2060000,524628
2070000,140500
2080000,175832
2090000,162088
2100000,171363
2110000,157664
2120000,161281
2130000,156950
2140000,1453706
2150000,247079
2160000,179557
2170000,154054
2180000,143012
2190000,137834
2200000,147318
2210000,157005
2220000,357812
2230000,520214
2240000,150855
2250000,166570
2260000,249549
2270000,320390
2280000,369695
2290000,263512
2300000,202967
2310000,1184532
2320000,151449
2330000,141178
2340000,139855
2350000,150574
2360000,213330
2370000,2996650
2380000,143070
2390000,142451
2400000,169357
2410000,151271
2420000,273394
2430000,3993836
2440000,3845356
2450000,147889
2460000,3443441
2470000,5608952
2480000,726239
2490000,142067
2500000,170331
2510000,189717
2520000,140493
2530000,137925
2540000,136527
2550000,138508
2560000,172059
2570000,170251
2580000,151621
2590000,142120
2600000,3534052
2610000,3895623
2620000,1586304
2630000,492618
2640000,171311
2650000,182223
2660000,226022
2670000,3217843
2680000,1677688
2690000,146389
2700000,141742
2710000,139029
2720000,182508
2730000,184178
2740000,149054
2750000,136937
2760000,140051
2770000,144307
2780000,181203
2790000,2163997
2800000,281460
2810000,871174
2820000,157730
2830000,140043
2840000,152691
2850000,274771
2860000,5228992
2870000,1153898
2880000,5692846
2890000,177359
2900000,191984
2910000,152273
2920000,284814
2930000,287656
2940000,8152051
2950000,566653
2960000,304355
2970000,191094
2980000,178971
2990000,154162
3000000,465034
3010000,1277327
3020000,721239
3030000,150709
3040000,207105
3050000,976702
3060000,942924
3070000,222204
3080000,1142080
3090000,143254
3100000,145082
3110000,10640170
3120000,146888884
3130000,2335725
3140000,30804732
3150000,2858872
3160000,221755
3170000,136490
3180000,4621268
3190000,4649031
3200000,509910
3210000,131389
3220000,176561
3230000,7957408
3240000,1684124
3250000,1152502
3260000,2138742
3270000,137194
3280000,131533
3290000,122333
3300000,156801
3310000,161904
3320000,144401
3330000,146975
3340000,134218
3350000,893182
3360000,165491
3370000,136005
3380000,3718173
3390000,8239895
3400000,175896
3410000,1022564
3420000,441930
3430000,184755
3440000,150044
3450000,162192
3460000,134462
3470000,122012
3480000,146884
3490000,130626
3500000,163581
3510000,135570
3520000,128786
3530000,173696
3540000,126535
3550000,157068
3560000,796796
3570000,1071683
3580000,4159333
3590000,5482230
3600000,246346
3610000,1614874
3620000,524938
3630000,156964
3640000,3825220
3650000,4611662
3660000,152872
3670000,189063
3680000,164075
3690000,218470
3700000,152195
3710000,181438
3720000,146170
3730000,146191
3740000,216803
3750000,169764
3760000,357741
3770000,1331240
3780000,137189
3790000,148616
3800000,3659462
3810000,2249940
3820000,5739050
3830000,205599
3840000,244808
3850000,3962099
3860000,1626638
3870000,141109
3880000,158473
3890000,177344
3900000,173616
3910000,154576
3920000,160824
3930000,150548
3940000,1252208
3950000,316145
3960000,165887
3970000,173999
3980000,143649
3990000,140055
4000000,143695
4010000,140985
4020000,381312
4030000,571477
4040000,144750
4050000,160818
4060000,245514
4070000,300505
4080000,364986
4090000,291941
4100000,191876
4110000,1122158
4120000,189042
4130000,140769
4140000,140806
4150000,150922
4160000,190613
4170000,3022289
4180000,144660
4190000,141442
4200000,172206
4210000,155103
4220000,188794
4230000,3751574
4240000,4121919
4250000,143214
4260000,3307748
4270000,2850254
4280000,3675693
4290000,138779
4300000,170260
4310000,177676
4320000,147696
4330000,140905
4340000,139271
4350000,137226
4360000,150360
4370000,187094
4380000,154248
4390000,141528
4400000,3571802
4410000,3690376
4420000,1487969
4430000,748893
4440000,163427
4450000,189339
4460000,219396
4470000,3171495
4480000,1639101
4490000,150907
4500000,148419
4510000,138477
4520000,177027
4530000,190034
4540000,141181
4550000,141864
4560000,135410
4570000,146787
4580000,168458
4590000,1976307
4600000,484542
4610000,822900
4620000,173372
4630000,141471
4640000,146714
4650000,275325
4660000,4415171
4670000,1498629
4680000,6044652
4690000,185262
4700000,193934
4710000,152879
4720000,259605
4730000,292897
4740000,5166533
4750000,3403910
4760000,417104
4770000,208343
4780000,150278
4790000,180149
4800000,256349
4810000,1153481
4820000,989294
4830000,152327
4840000,199775
4850000,982011
4860000,990068
4870000,224926
4880000,1189158
4890000,149962
4900000,143491
4910000,8910528
4920000,117646993
4930000,32308021
4940000,31008633
4950000,2868486
4960000,237682
4970000,152469
4980000,120044
4990000,9021660
5000000,626114
5010000,134394
5020000,152701
5030000,6093279
5040000,3567186
5050000,1102938
5060000,2276464
5070000,145989
5080000,122068
5090000,131625
5100000,147916
5110000,153278
5120000,158664
5130000,145435
5140000,140764
5150000,928097
5160000,132994
5170000,165377
5180000,3525723
5190000,8405445
5200000,204985
5210000,864412
5220000,566394
5230000,136036
5240000,190454
5250000,183563
5260000,129130
5270000,126687
5280000,134756
5290000,140154
5300000,139188
5310000,164820
5320000,125864
5330000,165396
5340000,127552
5350000,153632
5360000,784228
5370000,959315
5380000,3875623
5390000,5780162
5400000,245701
5410000,1362784
5420000,759713
5430000,156585
5440000,3562838
5450000,4864267
5460000,167232
5470000,158859
5480000,189187
5490000,225352
5500000,151314
5510000,181307
5520000,147406
5530000,147326
5540000,204924
5550000,178964
5560000,191916
5570000,1483107
5580000,140465
5590000,146747
5600000,3535813
5610000,2382159
5620000,5570171
5630000,456844
5640000,190438
5650000,3754145
5660000,1957173
5670000,144775
5680000,148202
5690000,181171
5700000,180143
5710000,150695
5720000,164837
5730000,147256
5740000,946756
5750000,474472
5760000,168571
5770000,163308
5780000,151779
5790000,139054
5800000,141431
5810000,144457
5820000,378211
5830000,539976
5840000,145551
5850000,158867
5860000,227397
5870000,288253
5880000,355236
5890000,316751
5900000,208703
5910000,866542
5920000,453027
5930000,144826
5940000,139523
5950000,148361
5960000,172401
5970000,3055231
5980000,144170
5990000,141420
6000000,158746
6010000,163987
6020000,183599
6030000,3468875
6040000,4442444
6050000,152314
6060000,3347592
6070000,2831448
6080000,3784047
6090000,138306
6100000,170586
6110000,158461
6120000,171575
6130000,139273
6140000,137800
6150000,141097
6160000,150233
6170000,191453
6180000,151919
6190000,145239
6200000,142409
6210000,4425138
6220000,4069828
6230000,893196
6240000,169320
6250000,183580
6260000,237637
6270000,213539
6280000,4766619
6290000,157860
6300000,146834
6310000,139911
6320000,157775
6330000,211427
6340000,141082
6350000,140504
6360000,138952
6370000,142468
6380000,168639
6390000,1956682
6400000,577739
6410000,829956
6420000,203677
6430000,139873
6440000,144333
6450000,276249
6460000,4254717
6470000,1765053
6480000,4952695
6490000,1295160
6500000,195992
6510000,142471
6520000,251391
6530000,277309
6540000,290991
6550000,8221117
6560000,534365
6570000,217026
6580000,155505
6590000,181095
6600000,194851
6610000,964028
6620000,1249087
6630000,150963
6640000,170858
6650000,800038
6660000,1115298
6670000,253409
6680000,1157979
6690000,151581
6700000,139752
6710000,8869372
6720000,62045686
6730000,88602792
6740000,23643110
6750000,9443962
6760000,1685841
6770000,143378
6780000,122629
6790000,5651038
6800000,4017262
6810000,142957
6820000,151766
6830000,5779483
6840000,3899773
6850000,775636
6860000,2424069
6870000,290936
6880000,122347
6890000,135328
6900000,149104
6910000,144406
6920000,166134
6930000,144883
6940000,134662
6950000,910354
6960000,120745
6970000,172015
6980000,3221258
6990000,8754653
7000000,273727
7010000,427465
7020000,1024543
7030000,147818
7040000,173553
7050000,184333
7060000,126985
7070000,132993
7080000,130994
7090000,146064
7100000,136505
7110000,164816
7120000,127181
7130000,135589
7140000,157579
7150000,131417
7160000,185884
7170000,1427848
7180000,3751641
7190000,5627743
7200000,609183
7210000,652015
7220000,1558598
7230000,154594
7240000,3484866
7250000,4713321
7260000,372637
7270000,142354
7280000,198950
7290000,240956
7300000,146002
7310000,150843
7320000,179674
7330000,147271
7340000,170130
7350000,243835
7360000,155093
7370000,1470886
7380000,194853
7390000,139660
7400000,3301550
7410000,2586224
7420000,5068251
7430000,798505
7440000,191126
7450000,3447282
7460000,2149482
7470000,146819
7480000,144573
7490000,165972
7500000,198326
7510000,151472
7520000,160051
7530000,153287
7540000,879995
7550000,536129
7560000,162416
7570000,170017
7580000,151354
7590000,138174
7600000,142894
7610000,142077
7620000,184017
7630000,333560
7640000,521759
7650000,155153
7660000,226957
7670000,282746
7680000,312779
7690000,380113
7700000,211804
7710000,813975
7720000,511272
7730000,145506
7740000,141235
7750000,148796
7760000,171223
7770000,2998066
7780000,141157
7790000,143803
7800000,146738
7810000,179866
7820000,168480
7830000,3348540
7840000,4503228
7850000,155826
7860000,1278939
7870000,4260216
7880000,4323379
7890000,143109
7900000,164511
7910000,166941
7920000,167376
7930000,141540
7940000,138178
7950000,137681
7960000,158407
7970000,182787
7980000,155387
7990000,140660
8000000,150540
8010000,4037500
8020000,4341162
8030000,931386
8040000,170128
8050000,170118
8060000,231501
8070000,157943
8080000,4544812
8090000,272935
8100000,141043
8110000,145024
8120000,161762
8130000,208030
8140000,145070
8150000,135527
8160000,142074
8170000,138692
8180000,166961
8190000,1705436
8200000,768503
8210000,729082
8220000,254721
8230000,157341
8240000,148115
8250000,267497
8260000,4017439
8270000,2061758
8280000,4751678
8290000,1482157
8300000,197585
8310000,145402
8320000,224097
8330000,281635
8340000,296950
8350000,8107808
8360000,534247
8370000,206080
8380000,151620
8390000,192259
8400000,140850
8410000,977368
8420000,1377632
8430000,142729
8440000,174596
8450000,223688
8460000,1711730
8470000,240441
8480000,1215341
8490000,143795
8500000,147640
8510000,9079387
8520000,31230684
8530000,116911502
8540000,5770199
8550000,28010195
8560000,1707584
8570000,125383
8580000,142293
8590000,5576149
8600000,4051426
8610000,135871
8620000,154055
8630000,5383615
8640000,4278297
8650000,241007
8660000,1220388
8670000,1940786
8680000,143827
8690000,122191
8700000,155383
8710000,145845
8720000,159558
8730000,149641
8740000,119933
8750000,653859
8760000,392864
8770000,171689
8780000,3188101
8790000,4961073
8800000,3911710
8810000,231723
8820000,1213869
8830000,174676
8840000,158396
8850000,193159
8860000,131704
8870000,131345
8880000,132503
8890000,140194
8900000,136479
8910000,152326
8920000,138246
8930000,138570
8940000,156495
8950000,131353
8960000,166631
8970000,1130501
8980000,823191
8990000,8474024
9000000,1071995
9010000,470521
9020000,1704126
9030000,158840
9040000,145954
9050000,7809380
9060000,587146
9070000,140727
9080000,182919
9090000,240372
9100000,149362
9110000,145925
9120000,186423
9130000,148537
9140000,164152
9150000,215963
9160000,150849
9170000,1430518
9180000,242999
9190000,139944
9200000,2986109
9210000,2847953
9220000,4508427
9230000,1396106
9240000,191973
9250000,3202214
9260000,2358747
9270000,143122
9280000,146737
9290000,167346
9300000,210815
9310000,146107
9320000,149078
9330000,167713
9340000,743921
9350000,665821
9360000,150032
9370000,185072
9380000,153633
9390000,141275
9400000,139227
9410000,145909
9420000,189643
9430000,333962
9440000,526581
9450000,148711
9460000,207816
9470000,283691
9480000,291546
9490000,415341
9500000,209937
9510000,441207
9520000,884620
9530000,145330
9540000,140703
9550000,143952
9560000,175379
9570000,3020696
9580000,143342
9590000,147006
9600000,144011
9610000,175936
9620000,164740
9630000,3201772
9640000,4808009
9650000,156497
9660000,147617
9670000,5121586
9680000,4587190
9690000,150217
9700000,138351
9710000,184400
9720000,174878
9730000,144398
9740000,135370
9750000,135090
9760000,156309
9770000,176132
9780000,157254
9790000,145906
9800000,141037
9810000,3907858
9820000,4434375
9830000,882072
9840000,202537
9850000,169699
9860000,232146
9870000,160372
9880000,4288002
9890000,551392
9900000,141633
9910000,141008
9920000,163774
9930000,196239
9940000,141512
9950000,147511
9960000,139172
9970000,139407
9980000,160189
9990000,417643
10000000,2133167
10010000,209663
10020000,777969
10030000,165448
10040000,146555
10050000,263565
10060000,3947373
10070000,2117079
10080000,4570423
10090000,1701599
10100000,204379
10110000,144509
10120000,198620
10130000,278659
10140000,304504
10150000,8051882
10160000,584947
10170000,173124
10180000,184796
10190000,186918
10200000,140057
10210000,851752
10220000,1392899
10230000,154605
10240000,167917
10250000,186115
10260000,1817471
10270000,280200
10280000,1201369
10290000,146660
10300000,140961
10310000,6296229
10320000,33589294
10330000,117240450
10340000,4928469
10350000,29599392
10360000,1806260
10370000,146346
10380000,143130
10390000,5207726
10400000,4528185
10410000,112361
10420000,155029
10430000,5135243
10440000,4517565
10450000,148635
10460000,1345640
10470000,2023911
10480000,151015
10490000,118932
10500000,156826
10510000,143082
10520000,158191
10530000,154185
10540000,118811
10550000,143456
10560000,902069
10570000,172100
10580000,129671
10590000,7292704
10600000,4622169
10610000,182932
10620000,1127834
10630000,295212
10640000,166810
10650000,162445
10660000,158552
10670000,123097
10680000,142734
10690000,126835
10700000,145824
10710000,152712
10720000,141129
10730000,137641
10740000,146048
10750000,144289
10760000,139382
10770000,918831
10780000,1016644
10790000,8266191
10800000,1319115
10810000,425126
10820000,1828854
10830000,171921
10840000,142839
10850000,4860284
10860000,3630679
10870000,144608
10880000,190451
10890000,245078
10900000,147412
10910000,144114
10920000,186618
10930000,142015
10940000,164159
10950000,198186
10960000,166378
10970000,1226100
10980000,449345
10990000,139898
11000000,2975759
11010000,1383769
11020000,5846356
11030000,1701395
11040000,220342
11050000,3254823
11060000,2459712
11070000,149237
11080000,143828
11090000,171758
11100000,190516
11110000,152788
11120000,146266
11130000,169817
11140000,572397
11150000,792096
11160000,172481
11170000,187043
11180000,147651
11190000,145531
11200000,135770
11210000,146707
11220000,164085
11230000,367142
11240000,523053
11250000,147881
11260000,188474
11270000,266552
11280000,291557
11290000,425686
11300000,201324
11310000,282596
11320000,1070046
11330000,145769
11340000,143121
11350000,141055
11360000,162260
11370000,3043539
11380000,147208
11390000,139938
11400000,148787
11410000,179955
11420000,154486
11430000,3123138
11440000,4719259
11450000,296931
11460000,142371
11470000,4463525
11480000,5128427
11490000,287177
11500000,139607
11510000,172515
11520000,184414
11530000,143074
11540000,140187
11550000,133329
11560000,151767
11570000,165869
11580000,160681
11590000,165018
11600000,136300
11610000,3958591
11620000,4562355
11630000,772640
11640000,326362
11650000,169076
11660000,237952
11670000,167439
11680000,3524265
11690000,1463011
11700000,148488
11710000,136338
11720000,161364
11730000,170309
11740000,183333
11750000,147725
11760000,134594
11770000,143993
11780000,138275
11790000,210069
11800000,2281350
11810000,157631
11820000,900214
11830000,155115
11840000,144398
11850000,196714
11860000,3869901
11870000,2275398
11880000,4387079
11890000,1860064
11900000,183632
11910000,153424
11920000,168797
11930000,292622
11940000,294820
11950000,8232678
11960000,614055
11970000,210642
11980000,180634
11990000,190672
12000000,144480
12010000,776239
12020000,1459316
12030000,204187
12040000,148802
12050000,205549
12060000,1092588
12070000,915428
12080000,168831
12090000,1187971
12100000,138173
12110000,6150590
12120000,32739850
12130000,119197128
12140000,2382830
12150000,31581639
12160000,2602535
12170000,214796
12180000,130760
12190000,4865374
12200000,4815979
12210000,114129
12220000,154102
12230000,4014612
12240000,5607122
12250000,167714
12260000,1255351
12270000,2092285
12280000,135149
12290000,131571
12300000,127926
12310000,170866
12320000,151760
12330000,133971
12340000,146048
12350000,133001
12360000,917306
12370000,160587
12380000,132086
12390000,7249844
12400000,4765708
12410000,184196
12420000,1091552
12430000,357630
12440000,162357
12450000,147866
12460000,173972
12470000,124751
12480000,139025
12490000,128061
12500000,144695
12510000,150308
12520000,134493
12530000,149120
12540000,146700
12550000,142293
12560000,140793
12570000,782801
12580000,1167163
12590000,4792555
12600000,4718414
12610000,372386
12620000,1809617
12630000,225859
12640000,147055
12650000,4237225
12660000,4158274
12670000,142274
12680000,187912
12690000,271765
12700000,154593
12710000,148082
12720000,185999
12730000,141828
12740000,161014
12750000,197190
12760000,169170
12770000,1120227
12780000,509189
12790000,145050
12800000,141913
12810000,3942473
12820000,5914983
12830000,1652146
12840000,226333
12850000,146282
12860000,5642758
12870000,158260
12880000,135197
12890000,176830
12900000,186812
12910000,153989
12920000,151720
12930000,160222
12940000,176632
12950000,1160781
12960000,204271
12970000,186280
12980000,150045
12990000,139145
13000000,143870
13010000,141308
13020000,162248
13030000,354075
13040000,518026
13050000,150170
13060000,173721
13070000,254690
13080000,307369
13090000,398683
13100000,235323
13110000,211443
13120000,1130182
13130000,151290
13140000,139547
13150000,144497
13160000,146232
13170000,1744775
13180000,1420511
13190000,144387
13200000,139417
13210000,182649
13220000,141860
13230000,3094335
13240000,4613882
13250000,426552
13260000,146993
13270000,3671559
13280000,5728159
13290000,406456
13300000,140187
13310000,165704
13320000,191739
13330000,140521
13340000,141017
13350000,134705
13360000,141421
13370000,172406
13380000,163529
13390000,157076
13400000,138952
13410000,3588931
13420000,3936863
13430000,1604625
13440000,388205
13450000,165522
13460000,184742
13470000,226086
13480000,3252171
13490000,1718724
13500000,145233
13510000,140266
13520000,158925
13530000,171825
13540000,174523
13550000,146588
13560000,138354
13570000,142735
13580000,142069
13590000,190789
13600000,2371515
13610000,168775
13620000,951168
13630000,157627
13640000,147266
13650000,152360
13660000,282955
13670000,5802239
13680000,4413900
13690000,1966358
13700000,185484
13710000,163423
13720000,146247
13730000,300623
13740000,279695
13750000,7882485
13760000,589384
13770000,260285
13780000,190950
13790000,182484
13800000,150234
13810000,491265
13820000,1579552
13830000,333956
13840000,151846
13850000,201580
13860000,1033787
13870000,877321
13880000,217571
13890000,1189842
13900000,143015
13910000,3916529
13920000,31819003
13930000,121568761
13940000,2340185
13950000,31243064
13960000,2711558
13970000,213837
13980000,134547
13990000,4874312
14000000,4448050
14010000,501303
14020000,133742
14030000,213601
14040000,9351390
